,Date (MM/DD/YYYY),Layer,Recipe,Wafer Type,Site,1,2,3,4,5,6,7,8,9,Max Etch Rate,Min Etch Rate,Etch Rate (A/Min),% Uni,STDEV,Result,Employee Code,Lot ID,M'MENT TOOL,Remarks,LSL,USL,LCL,UCL,% Uni USL,% Uni UCL
1447,,,,ATZP91,Post,1443.19,1099.23,1057.48,1072.33,1190.66,1514.51,1092.62,1040.28,1222.39,,,,,,,,,,,,,,,,
1448,,,,ATZP91,"∆ /Time=ERÅ/Min
",3692.9399999999996,3898.0199999999995,3916.84,3896.0600000000004,3796.2999999999997,3618.8799999999997,3878.9400000000005,3936.2000000000003,3844.36,,,,,,,,,,,,,,,,
1455,2019-10-01,TEOS,ME-ER,ATZP91,Pre,6923.06,6898.17,6926.02,6890.92,6950.59,6900.08,6890.4,6920.17,6994.78,3921.5,3616.4799999999996,3817.4111111111106,4.0464421502842995,102.14216421787366,Pass,121,Q19400063.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1456,,,,ATZP91,Post,5079.84,4961.81,4979.11,4952.74,5054.84,5091.84,4962.95,4959.42,5073.29,,,,,,,,,,,,,,,,
1457,,,,ATZP91,"∆ /Time=ERÅ/Min
",3686.4400000000005,3872.7199999999993,3893.8200000000015,3876.3600000000006,3791.5,3616.4799999999996,3854.8999999999996,3921.5,3842.9799999999996,,,,,,,,,,,,,,,,
1464,2019-10-07,TEOS,ME-ER,ATZP91,Pre,5080.77,4966.76,4982.9,4957.68,5056.29,5092.8,4967.52,4964.05,5074.65,3825.84,3558.5600000000004,3726.8488888888896,3.6195222360652144,91.41720905335895,Pass,1159,Q19410028.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1465,,,,ATZP91,Post,3273.71,3077.58,3079.51,3065.29,3217.5,3313.52,3087.25,3051.13,3207.11,,,,,,,,,,,,,,,,
1466,,,,ATZP91,"∆ /Time=ERÅ/Min
",3614.120000000001,3778.3600000000006,3806.779999999999,3784.7800000000007,3677.58,3558.5600000000004,3760.540000000001,3825.84,3735.079999999999,,,,,,,,,,,,,,,,
1473,2019-10-11,TEOS,ME-ER,ATZP91,Pre,3282.34,3084.65,3086.3,3071.77,3224.72,3321.78,3093.98,3057.54,3214.57,3829.2799999999997,3653.6000000000004,3770.0977777777775,2.3477591515566116,56.48145752764911,Pass,1335/121,Q19410068.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1474,,,,ATZP91,Post,1429.54,1193.07,1180.41,1179.55,1338.21,1494.98,1207.23,1142.9,1306.32,,,,,,,,,,,,,,,,
1475,,,,ATZP91,"∆ /Time=ERÅ/Min
",3705.6000000000004,3783.1600000000003,3811.78,3784.44,3773.0199999999995,3653.6000000000004,3773.5,3829.2799999999997,3816.5000000000005,,,,,,,,,,,,,,,,
1482,2019-10-14,TEOS,ME-ER,ATZP91,Pre,7059.58,7043.87,7056.72,7033.32,6972.69,7024.2,7018.62,7081.67,7093.87,3857.0599999999995,3558.7199999999993,3741.517777777777,4.0230427547742815,106.06432126047304,Pass,1340,Q19420009.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1483,,,,ATZP91,Post,5258.92,5141.06,5139.26,5126.57,5130.88,5244.84,5124.9,5153.14,5228.14,,,,,,,,,,,,,,,,
1484,,,,ATZP91,"∆ /Time=ERÅ/Min
",3601.3199999999997,3805.619999999999,3834.92,3813.5,3683.619999999999,3558.7199999999993,3787.4400000000005,3857.0599999999995,3731.459999999999,,,,,,,,,,,,,,,,
1491,2019-10-17,TEOS,ME-ER,ATZP91,Pre,5258.92,5141.06,5139.26,5126.57,5130.88,5244.84,5124.9,5153.14,5228.14,3842.120000000001,3567.38,3739.1555555555556,3.707942506241996,100.60231795430583,Pass,1340,Q19420087.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1492,,,,ATZP91,Post,3455.37,3239.43,3223.71,3220.92,3287.87,3461.15,3231.21,3232.08,3369.77,,,,,,,,,,,,,,,,
1493,,,,ATZP91,"∆ /Time=ERÅ/Min
",3607.1000000000004,3803.260000000001,3831.1000000000004,3811.2999999999993,3686.0200000000004,3567.38,3787.379999999999,3842.120000000001,3716.7400000000007,,,,,,,,,,,,,,,,
1500,2019-10-22,TEOS,ME-ER,ATZP91,Pre,3465.17,3247.73,3232.13,3229.08,3296.47,3471.02,3240.06,3240.38,3378.59,3887.9,3606.38,3785.706666666667,3.7564649305870605,104.24822060831856,Pass,74,  Q19430057.F1  ,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1501,,,,ATZP91,Post,1644.08,1322.72,1292.31,1299.26,1427.27,1667.83,1320.81,1296.43,1494.24,,,,,,,,,,,,,,,,
1502,,,,ATZP91,"∆ /Time=ERÅ/Min
",3642.1800000000003,3850.02,3879.6400000000003,3859.64,3738.3999999999996,3606.38,3838.5,3887.9,3768.7000000000003,,,,,,,,,,,,,,,,
1509,2019-10-28,TEOS,ME-ER,ATZP91,Pre,3494.67,3510.86,3534.63,3522.3,3484.06,3454.83,3497.22,3546.11,3543.17,3917.96,3568.58,3784.602222222222,4.666775306082651,117.49073258961688,Pass,1159,Q19440032.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1510,,,,ATZP91,Post,1668.49,1583.66,1589.39,1592.97,1625.75,1670.54,1581.81,1587.13,1657.4,,,,,,,,,,,,,,,,
1511,,,,ATZP91,"∆ /Time=ERÅ/Min
",3652.36,3854.4,3890.48,3858.6600000000003,3716.62,3568.58,3830.8199999999997,3917.96,3771.54,,,,,,,,,,,,,,,,
1518,2019-10-31,TEOS,ME-ER,ATZP91,Pre,3226.63,3011.14,2979.67,2977.51,3033.84,3233.29,2978.61,2990.63,3109.44,3877.0600000000004,3596.74,3772.068888888889,3.750702453905652,99.73136773908347,Pass,1428,Q19440094.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1519,,,,ATZP91,Post,1411.75,1100.87,1051.64,1057.73,1169.0,1434.92,1072.86,1052.1,1215.58,,,,,,,,,,,,,,,,
1520,,,,ATZP91,"∆ /Time=ERÅ/Min
",3629.76,3820.54,3856.06,3839.5600000000004,3729.6800000000003,3596.74,3811.5000000000005,3877.0600000000004,3787.7200000000003,,,,,,,,,,,,,,,,
1527,2019-11-04,TEOS,ME-ER,ATZP91,Pre,4987.2,4975.68,5151.37,5165.99,5291.22,5268.77,5151.01,5040.98,4971.58,3952.8599999999988,3641.3200000000006,3825.046666666667,4.102352064343987,113.87560142538098,Pass,121,Q19450031.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1528,,,,ATZP91,Post,3163.72,3037.53,3189.68,3216.14,3399.76,3448.11,3214.65,3064.55,3056.95,,,,,,,,,,,,,,,,
1529,,,,ATZP91,"∆ /Time=ERÅ/Min
",3646.96,3876.3,3923.38,3899.7,3782.92,3641.3200000000006,3872.7200000000003,3952.8599999999988,3829.26,,,,,,,,,,,,,,,,
1536,2019-11-07,TEOS,ME-ER,ATZP91,Pre,3184.26,3056.05,3211.18,3237.7,3426.72,3480.31,3236.43,3083.14,3075.82,3935.9799999999996,3643.98,3830.162222222222,3.8522630726283458,102.5127721039901,Pass,1335,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1537,,,,ATZP91,Post,1337.27,1119.11,1251.98,1285.67,1532.48,1658.32,1295.04,1115.15,1160.86,,,,,,,,,,,,,,,,
1538,,,,ATZP91,"∆ /Time=ERÅ/Min
",3693.9800000000005,3873.8800000000006,3918.3999999999996,3904.0599999999995,3788.4799999999996,3643.98,3882.7799999999997,3935.9799999999996,3829.9200000000005,,,,,,,,,,,,,,,,
1545,2019-11-11,TEOS,ME-ER,ATZP91,Pre,6848.93,6859.72,6988.61,6959.48,6958.15,6850.91,6926.2,6968.39,6932.94,3938.300000000001,3647.08,3829.773333333333,3.8392275667138778,104.54927642025413,Pass,1340,Q19460006.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1546,,,,ATZP91,Post,5003.61,4917.6,5026.29,5009.05,5069.17,5027.37,4983.45,4999.24,5023.57,,,,,,,,,,,,,,,,
1547,,,,ATZP91,"∆ /Time=ERÅ/Min
",3690.6400000000012,3884.24,3924.6399999999994,3900.8599999999988,3777.959999999999,3647.08,3885.5,3938.300000000001,3818.74,,,,,,,,,,,,,,,,
1554,2019-11-14,TEOS,ME-ER,ATZP91,Pre,5003.61,4917.6,5026.29,5009.05,5069.17,5027.37,4983.45,4999.24,5023.57,3928.8599999999997,3642.42,3818.3600000000006,3.783244048562457,102.74619603662272,Pass,1340/121,Q19460055.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1555,,,,ATZP91,Post,3170.26,2978.1,3076.62,3066.31,3179.97,3206.16,3052.29,3034.81,3112.21,,,,,,,,,,,,,,,,
1556,,,,ATZP91,"∆ /Time=ERÅ/Min
",3666.699999999999,3879.000000000001,3899.34,3885.4800000000005,3778.4000000000005,3642.42,3862.3199999999997,3928.8599999999997,3822.7199999999993,,,,,,,,,,,,,,,,
1563,2019-11-18,TEOS,ME-ER,ATZP91,Pre,3181.6,2990.27,3089.84,3079.44,3191.12,3215.43,3064.91,3047.93,3123.81,3977.66,3662.0799999999995,3859.1622222222213,4.130768848154523,113.76865053454036,Pass,1159,Q19470019.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1564,,,,ATZP91,Post,1335.91,1033.66,1114.26,1112.0,1285.89,1384.39,1110.53,1059.1,1182.38,,,,,,,,,,,,,,,,
1565,,,,ATZP91,"∆ /Time=ERÅ/Min
",3691.3799999999997,3913.22,3951.1600000000003,3934.88,3810.4599999999996,3662.0799999999995,3908.7599999999998,3977.66,3882.8599999999997,,,,,,,,,,,,,,,,
1572,2019-11-21,TEOS,ME-ER,ATZP91,Pre,6765.26,6800.83,6939.05,6902.46,6865.94,6747.34,6863.44,6919.18,6849.36,3952.7800000000007,3625.7800000000007,3830.7000000000003,4.314803867753239,116.69704666356414,Pass,74,Q19470081.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1573,,,,ATZP91,Post,4934.34,4860.15,4974.22,4944.01,4967.53,4934.45,4922.61,4942.79,4934.61,,,,,,,,,,,,,,,,
1574,,,,ATZP91,"∆ /Time=ERÅ/Min
",3661.84,3881.3600000000006,3929.66,3916.8999999999996,3796.8199999999997,3625.7800000000007,3881.66,3952.7800000000007,3829.5,,,,,,,,,,,,,,,,
1581,2019-11-25,TEOS,ME-ER,ATZP91,Pre,4939.96,4868.4,4979.51,4950.09,4971.64,4940.23,4928.99,4949.29,4941.02,3972.34,3685.279999999999,3867.0333333333338,3.748684317059365,106.7569384162069,Pass,1428,Q19480026.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1582,,,,ATZP91,Post,3084.22,2897.66,3003.67,2981.58,3063.38,3097.59,2969.51,2963.12,3006.75,,,,,,,,,,,,,,,,
1583,,,,ATZP91,"∆ /Time=ERÅ/Min
",3711.4800000000005,3941.4799999999996,3951.6800000000003,3937.0200000000004,3816.5200000000004,3685.279999999999,3918.959999999999,3972.34,3868.540000000001,,,,,,,,,,,,,,,,
1590,2019-11-28,TEOS,ME-ER,ATZP91,Pre,4787.69,4963.48,5028.87,4983.08,4762.1,4810.97,4950.82,5049.5,4946.42,3959.5200000000004,3658.3200000000006,3845.726666666666,3.9538766894552753,112.78167847663019,Pass,1428,Q19480091.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1591,,,,ATZP91,Post,2941.37,3004.84,3052.46,3021.11,2873.93,2981.81,3002.49,3069.74,3029.41,,,,,,,,,,,,,,,,
1592,,,,ATZP91,"∆ /Time=ERÅ/Min
",3692.6399999999994,3917.279999999999,3952.8199999999997,3923.9399999999996,3776.340000000001,3658.3200000000006,3896.66,3959.5200000000004,3834.0200000000004,,,,,,,,,,,,,,,,
1599,2019-12-01,TEOS,ME-ER,ATZP91,Pre,6737.19,6757.4,6885.78,6851.83,6835.38,6726.25,6818.8,6865.4,6820.86,3948.7999999999993,3612.9400000000005,3826.264444444444,4.44157032640634,114.38115919056864,Pass,1335,Q19490008.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1600,,,,ATZP91,Post,4895.33,4818.09,4921.55,4902.47,4948.97,4919.78,4881.07,4891.0,4902.44,,,,,,,,,,,,,,,,
1601,,,,ATZP91,"∆ /Time=ERÅ/Min
",3683.7199999999993,3878.619999999999,3928.459999999999,3898.7199999999993,3772.8199999999997,3612.9400000000005,3875.460000000001,3948.7999999999993,3836.84,,,,,,,,,,,,,,,,
1608,2019-12-05,TEOS,ME-ER,ATZP91,Pre,4907.19,4832.9,4930.95,4913.2,4957.4,4928.98,4892.7,4902.16,4913.32,4091.0999999999995,3776.819999999999,3972.448888888888,3.9944483421285515,109.69883277005933,Pass,1335/1159,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1609,,,,ATZP91,Post,2995.33,2808.52,2905.69,2892.73,2998.93,3040.57,2884.74,2856.61,2919.66,,,,,,,,,,,,,,,,
1610,,,,ATZP91,"∆ /Time=ERÅ/Min
",3823.7199999999993,4048.7599999999993,4050.5199999999995,4040.9399999999996,3916.9399999999996,3776.819999999999,4015.92,4091.0999999999995,3987.3199999999997,,,,,,,,,,,,,,,,
1617,2019-12-08,TEOS,ME-ER,ATZP91,Pre,3002.82,2816.53,2915.08,2902.08,3006.84,3048.79,2893.41,2865.54,2927.07,4098.24,3808.7799999999997,3995.8422222222225,3.6607976203424304,105.0971509815697,Pass,102,Q19500004.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1618,,,,ATZP91,Post,1081.6,794.84,872.96,865.94,1021.98,1144.4,869.25,816.42,929.48,,,,,,,,,,,,,,,,
1619,,,,ATZP91,"∆ /Time=ERÅ/Min
",3842.4400000000005,4043.38,4084.24,4072.2799999999997,3969.7200000000003,3808.7799999999997,4048.3199999999997,4098.24,3995.1800000000003,,,,,,,,,,,,,,,,
1626,2019-12-11,TEOS,ME-ER,ATZP91,Pre,6879.64,6893.34,7014.53,6982.76,6975.89,6875.19,6952.94,6992.78,6953.99,4068.539999999999,3747.16,3948.715555555556,4.111979733101312,108.58436985944088,Pass,1159,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1627,,,,ATZP91,Post,4974.3,4888.96,4998.31,4976.11,5029.46,5001.61,4957.9,4958.51,4966.68,,,,,,,,,,,,,,,,
1628,,,,ATZP91,"∆ /Time=ERÅ/Min
",3810.6800000000003,4008.76,4032.4399999999987,4013.300000000001,3892.8600000000006,3747.16,3990.08,4068.539999999999,3974.619999999999,,,,,,,,,,,,,,,,
1635,2019-12-15,TEOS,ME-ER,ATZP91,Pre,4981.0,4900.33,5003.63,4982.57,5033.42,5006.84,4965.21,4965.47,4972.97,4049.6000000000004,3694.9800000000005,3916.748888888888,4.578944242295901,126.24129479341275,Pass,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1636,,,,ATZP91,Post,3103.77,2900.26,2993.13,2983.84,3117.1,3159.35,2980.92,2940.67,3007.03,,,,,,,,,,,,,,,,
1637,,,,ATZP91,"∆ /Time=ERÅ/Min
",3754.46,4000.1399999999994,4021.0,3997.459999999999,3832.6400000000003,3694.9800000000005,3968.58,4049.6000000000004,3931.88,,,,,,,,,,,,,,,,
1644,2019-12-16,TEOS,ME-ER,ATZP91,Pre,6801.27,6834.62,6973.86,6939.91,6911.22,6792.15,6901.28,6951.77,6886.34,3733.0599999999995,3453.84,3626.488888888889,3.8851243234217723,108.88417107693596,Fail,1428,Q19510051.F1,,Ch PM ; 25 wf NIT wf seasoning,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1645,,,,ATZP91,Post,5069.24,4995.42,5107.33,5086.37,5121.17,5065.23,5052.91,5088.05,5087.5,,,,,,,,,,,,,,,,
1646,,,,ATZP91,"∆ /Time=ERÅ/Min
",3464.0600000000013,3678.3999999999996,3733.0599999999995,3707.08,3580.1000000000004,3453.84,3696.74,3727.4400000000005,3597.6800000000003,,,,,,,,,,,,,,,,
1653,2019-12-16,TEOS,ME-ER,ATZP91,Pre,5069.14,4995.34,5106.73,5086.02,5120.89,5099.92,5052.78,5087.49,5087.03,3765.3599999999997,3491.1400000000003,3664.3733333333334,3.7789567973540876,98.82917636002067,Pass,1428,Q19510053.F1,,Ch PM ; 25 wf NIT wf seasoning,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1654,,,,ATZP91,Post,3323.57,3145.79,3226.85,3207.51,3314.92,3325.38,3197.41,3204.81,3269.42,,,,,,,,,,,,,,,,
1655,,,,ATZP91,"∆ /Time=ERÅ/Min
",3491.1400000000003,3699.1000000000004,3759.7599999999993,3757.0200000000004,3611.9400000000005,3549.08,3710.74,3765.3599999999997,3635.2199999999993,,,,,,,,,,,,,,,,
1662,2019-12-19,TEOS,ME-ER,ATZP91,Pre,3333.6,3155.38,3237.51,3218.13,3324.35,3333.88,3207.45,3215.3,3278.95,3906.3400000000006,3594.0,3811.951111111111,4.164344549713754,114.2311337207014,Pass,1428,Q19510101.F1,,Ch PM ; 25 wf NIT wf seasoning,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1663,,,,ATZP91,Post,1445.75,1213.96,1284.34,1265.57,1486.08,1536.88,1265.23,1263.74,1389.22,,,,,,,,,,,,,,,,
1664,,,,ATZP91,"∆ /Time=ERÅ/Min
",3775.7,3882.84,3906.3400000000006,3905.1200000000003,3676.54,3594.0,3884.4399999999996,3903.1200000000003,3779.4599999999996,,,,,,,,,,,,,,,,
1665,2019-12-23,TEOS,ME-ER,ATZP91,Pre,6849.17,6921.41,7092.94,7090.08,7154.82,7044.63,7058.98,7017.34,6914.0,3878.2000000000007,3626.4400000000005,3793.0866666666666,3.354724543748936,82.90036127786682,Pass,74,Q19520029.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1666,,,,ATZP91,Post,5035.95,5005.4,5160.94,5171.84,5306.64,5136.0,5148.1,5078.24,5031.37,,,,,,,,,,,,,,,,
1667,,,,ATZP91,"∆ /Time=ERÅ/Min
",3626.4400000000005,3832.0200000000004,3864.0,3836.4799999999996,3696.3599999999988,3817.26,3821.7599999999984,3878.2000000000007,3765.26,,,,,,,,,,,,,,,,
1674,2019-12-26,TEOS,ME-ER,ATZP91,Pre,5042.63,5013.21,5168.34,5179.73,5314.09,5265.36,5155.77,5085.74,5038.75,3938.5599999999995,3659.419999999999,3832.957777777777,3.6738712131382334,101.92681023386388,Pass,74,Q19520088.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1675,,,,ATZP91,Post,3198.78,3068.15,3207.12,3230.26,3423.13,3435.65,3214.24,3116.46,3121.52,,,,,,,,,,,,,,,,
1676,,,,ATZP91,"∆ /Time=ERÅ/Min
",3687.7,3890.12,3922.4400000000005,3898.9399999999987,3781.92,3659.419999999999,3883.0600000000013,3938.5599999999995,3834.46,,,,,,,,,,,,,,,,
1683,2019-12-30,TEOS,ME-ER,ATZP91,Pre,3205.6,3075.21,3214.66,3237.77,3430.49,3444.18,3221.93,3123.44,3127.92,3931.9799999999996,3645.4999999999995,3829.8911111111115,3.7806764254079193,105.36064355871616,Pass,121,Q19530050.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1684,,,,ATZP91,Post,1364.36,1144.18,1248.67,1280.92,1535.16,1621.43,1274.62,1161.5,1215.85,,,,,,,,,,,,,,,,
1685,,,,ATZP91,"∆ /Time=ERÅ/Min
",3682.48,3862.06,3931.9799999999996,3913.7,3790.6599999999994,3645.4999999999995,3894.62,3923.88,3824.1400000000003,,,,,,,,,,,,,,,,
1698,2020-01-02,TEOS,ME-ER,ATZP91,Pre,6748.9,6835.17,7019.95,7021.17,7086.88,6945.62,6979.97,6944.27,6823.09,3886.039999999999,3626.8999999999996,3786.0777777777776,3.4492488959049252,102.64187471225398,Pass,74,Q20010044.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1699,,,,ATZP91,Post,4935.45,4916.9,5076.93,5090.68,5215.61,5130.41,5055.85,5001.31,4944.53,,,,,,,,,,,,,,,,
1700,,,,ATZP91,"∆ /Time=ERÅ/Min
",3626.8999999999996,3836.540000000001,3886.039999999999,3860.9799999999996,3742.540000000001,3630.42,3848.24,3885.92,3757.120000000001,,,,,,,,,,,,,,,,
1707,2020-01-06,TEOS,ME-ER,ATZP91,Pre,6862.67,6914.67,7081.64,7080.17,7153.05,7043.78,7049.24,7014.88,6938.05,3890.8999999999996,3602.8199999999997,3782.951111111111,3.8442856151550893,108.350006511832,Pass,1340,Q20020013.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1708,,,,ATZP91,Post,5045.71,4994.87,5137.22,5150.85,5292.49,5242.37,5128.43,5069.43,5053.5,,,,,,,,,,,,,,,,
1709,,,,ATZP91,"∆ /Time=ERÅ/Min
",3633.92,3839.6000000000004,3888.84,3858.6399999999994,3721.120000000001,3602.8199999999997,3841.619999999999,3890.8999999999996,3769.1000000000004,,,,,,,,,,,,,,,,
1716,2020-01-09,TEOS,ME-ER,ATZP91,Pre,6750.18,6770.81,6902.15,6870.84,6855.67,6744.95,6836.0,6879.09,6833.39,3948.9400000000005,3660.6399999999994,3846.6244444444446,3.788645365447253,105.56657367642735,Pass,1340,Q20020091.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1717,,,,ATZP91,Post,4903.24,4827.91,4931.96,4909.81,4948.25,4914.63,4882.12,4904.62,4910.73,,,,,,,,,,,,,,,,
1718,,,,ATZP91,"∆ /Time=ERÅ/Min
",3693.880000000001,3885.800000000001,3940.379999999999,3922.0599999999995,3814.84,3660.6399999999994,3907.76,3948.9400000000005,3845.3200000000015,,,,,,,,,,,,,,,,
1725,2020-01-12,TEOS,ME-ER,ATZP91,Pre,4912.29,4839.02,4939.73,4918.15,4955.59,4922.59,4891.08,4912.87,4919.03,3941.38,3651.92,3838.02,3.8120448289939817,106.27389425440215,Pass,1534,Q20030003.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1726,,,,ATZP91,Post,3071.52,2893.89,2977.25,2961.56,3055.45,3096.63,2944.02,2942.18,2996.76,,,,,,,,,,,,,,,,
1727,,,,ATZP91,"∆ /Time=ERÅ/Min
",3681.54,3890.260000000001,3924.959999999999,3913.1799999999994,3800.2800000000007,3651.92,3894.12,3941.38,3844.539999999999,,,,,,,,,,,,,,,,
1734,2020-01-16,TEOS,ME-ER,ATZP91,Pre,6754.25,6825.08,7000.59,6997.13,7066.54,6969.49,6970.82,6919.85,6820.0,3897.9799999999996,3611.9399999999987,3791.3533333333326,3.808828855700206,109.57398368228803,Pass,1335,Q20030101.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1735,,,,ATZP91,Post,4934.18,4898.23,5051.6,5062.99,5199.72,5163.52,5041.09,4971.88,4939.45,,,,,,,,,,,,,,,,
1736,,,,ATZP91,"∆ /Time=ERÅ/Min
",3640.1399999999994,3853.7000000000007,3897.9799999999996,3868.2800000000007,3733.6399999999994,3611.9399999999987,3859.459999999999,3895.9400000000005,3761.1000000000004,,,,,,,,,,,,,,,,
1743,2020-01-28,TEOS,ME-ER,ATZP91,Pre,6754.25,6825.08,7000.59,6997.13,7066.54,6969.49,6970.82,6919.85,6820.0,3897.9799999999996,3611.9399999999987,3791.3533333333326,3.808828855700206,109.57398368228803,Pass,74,Q20050039.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1744,,,,ATZP91,Post,4934.18,4898.23,5051.6,5062.99,5199.72,5163.52,5041.09,4971.88,4939.45,,,,,,,,,,,,,,,,
1745,,,,ATZP91,"∆ /Time=ERÅ/Min
",3640.1399999999994,3853.7000000000007,3897.9799999999996,3868.2800000000007,3733.6399999999994,3611.9399999999987,3859.459999999999,3895.9400000000005,3761.1000000000004,,,,,,,,,,,,,,,,
1752,2020-01-31,TEOS,ME-ER,ATZP91,Pre,4998.59,4976.27,5142.11,5158.24,5313.87,5279.71,5140.18,5047.62,5004.94,3899.1799999999994,3613.8,3794.0977777777775,3.798492741894684,99.32245387848697,Pass,74,Q20050105.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1753,,,,ATZP91,Post,3165.79,3052.18,3201.01,3230.43,3441.44,3472.81,3221.14,3098.03,3105.26,,,,,,,,,,,,,,,,
1754,,,,ATZP91,"∆ /Time=ERÅ/Min
",3665.6000000000004,3848.180000000001,3882.199999999999,3855.62,3744.8599999999997,3613.8,3838.080000000001,3899.1799999999994,3799.3599999999988,,,,,,,,,,,,,,,,
1761,2020-02-03,TEOS,ME-ER,ATZP91,Pre,6678.28,6827.92,7004.97,7010.54,7022.86,6961.35,6999.32,6901.28,6766.1,3805.1800000000003,3551.6000000000004,3712.3088888888888,3.4468884484788167,94.21880656806275,Pass,74,Q20060032.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1762,,,,ATZP91,Post,4889.61,4948.57,5102.38,5122.27,5181.06,5185.55,5114.66,5001.87,4921.26,,,,,,,,,,,,,,,,
1763,,,,ATZP91,"∆ /Time=ERÅ/Min
",3577.34,3758.7000000000007,3805.1800000000003,3776.539999999999,3683.5999999999985,3551.6000000000004,3769.3199999999997,3798.8199999999997,3689.6800000000003,,,,,,,,,,,,,,,,
1770,2020-02-06,TEOS,ME-ER,ATZP91,Pre,4901.99,4964.55,5122.69,5142.94,5201.24,5206.55,5135.04,5019.9,4935.33,3867.5599999999995,3629.3,3784.7599999999998,3.1781305773350352,85.46332371258924,Pass,1340/64,Q20060112.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1771,,,,ATZP91,Post,3068.14,3049.99,3190.78,3223.16,3320.33,3391.9,3220.99,3086.12,3047.4,,,,,,,,,,,,,,,,
1772,,,,ATZP91,"∆ /Time=ERÅ/Min
",3667.7,3829.120000000001,3863.819999999999,3839.5599999999995,3761.8199999999997,3629.3,3828.1000000000004,3867.5599999999995,3775.8599999999997,,,,,,,,,,,,,,,,
1779,2020-02-10,TEOS,ME-ER,ATZP91,Pre,3080.37,3063.05,3205.53,3238.38,3335.55,3407.97,3236.07,3099.48,3059.1,3778.04,3528.3999999999996,3689.9222222222215,3.4167118323013717,89.47524263419706,Pass,102,Q20070057.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1780,,,,ATZP91,Post,1303.04,1195.15,1325.86,1365.42,1495.22,1643.77,1370.34,1210.46,1211.59,,,,,,,,,,,,,,,,
1781,,,,ATZP91,"∆ /Time=ERÅ/Min
",3554.66,3735.8,3759.3400000000006,3745.92,3680.6600000000003,3528.3999999999996,3731.4600000000005,3778.04,3695.02,,,,,,,,,,,,,,,,
1788,2020-02-13,TEOS,ME-ER,ATZP91,Pre,6784.34,6957.87,7145.33,7147.38,7142.54,7030.81,7117.13,7059.56,6902.07,3768.6800000000003,3511.880000000001,3681.317777777778,3.5272012043029553,87.59188743509817,Pass,1159,Q20070122.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1789,,,,ATZP91,Post,4999.62,5095.97,5267.44,5280.59,5315.42,5274.87,5256.77,5175.22,5055.2,,,,,,,,,,,,,,,,
1790,,,,ATZP91,"∆ /Time=ERÅ/Min
",3569.4400000000005,3723.7999999999993,3755.7800000000007,3733.58,3654.24,3511.880000000001,3720.7199999999993,3768.6800000000003,3693.74,,,,,,,,,,,,,,,,
1797,2020-02-16,TEOS,ME-ER,ATZP91,Pre,4999.62,5095.97,5267.44,5280.59,5315.42,5274.87,5256.77,5175.22,5055.2,3857.54,3357.6399999999994,3695.5733333333337,6.928448077525448,155.62673613488184,Pass,1428,Q20080008.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
